G6PD Diplotype,Activity Score,Coded Diplotype/Phenotype Summary,EHR Priority Notation
Asahikawa/Tomah,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Asahikawa/Tondela,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Asahikawa/Torun,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Asahikawa/Tsukui,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Asahikawa/Ube Konan,,G6PD Deficient,Abnormal/Priority/High Risk
"Asahikawa/Union,Maewo, Chinese-2, Kalo",,G6PD Deficient,Abnormal/Priority/High Risk
Asahikawa/Urayasu,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Asahikawa/Utrecht,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Asahikawa/Valladolid,,G6PD Deficient,Abnormal/Priority/High Risk
Asahikawa/Vancouver,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Asahikawa/Vanua Lava,,G6PD Deficient,Abnormal/Priority/High Risk
"Asahikawa/Viangchan, Jammu",,G6PD Deficient,Abnormal/Priority/High Risk
Asahikawa/Villeurbanne,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Asahikawa/Volendam,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Asahikawa/Wayne,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Asahikawa/West Virginia,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Asahikawa/Wexham,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Asahikawa/Wisconsin,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Asahikawa/Yunan,,G6PD Indeterminate,Abnormal/Priority/High Risk
Aures,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Aures,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Aveiro,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/B (reference),,G6PD Variable,Abnormal/Priority/High Risk
Aures/Bajo Maumere,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Bangkok,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Bangkok Noi,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Bao Loc,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Bari,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Belem,,G6PD Deficient,Abnormal/Priority/High Risk
"Aures/Beverly Hills, Genova, Iwate, Niigata, Yamaguchi",,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Brighton,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Buenos Aires,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Cairo,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Calvo Mackenna,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Campinas,,G6PD Deficient,Abnormal/Priority/High Risk
"Aures/Canton, Taiwan-Hakka, Gifu-like, Agrigento-like",,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Cassano,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Chatham,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Chikugo,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Chinese-1,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Chinese-5,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Cincinnati,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Cleveland Corum,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Clinic,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Coimbra Shunde,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Cosenza,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Costanzo,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Covao do Lobo,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Crispim,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Dagua,,G6PD Indeterminate,Abnormal/Priority/High Risk
Aures/Durham,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Farroupilha,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Figuera da Foz,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Flores,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Fukaya,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Fushan,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Gaohe,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Georgia,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Gidra,,G6PD Indeterminate,Abnormal/Priority/High Risk
Aures/Gond,,G6PD Indeterminate,Abnormal/Priority/High Risk
Aures/Guadalajara,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Guangzhou,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Haikou,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Hammersmith,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Harilaou,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Harima,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Hartford,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Hechi,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Hermoupolis,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Honiara,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Ierapetra,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Ilesha,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Insuli,,G6PD Variable,Abnormal/Priority/High Risk
"Aures/Iowa, Walter Reed, Springfield",,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Iwatsuki,,G6PD Deficient,Abnormal/Priority/High Risk
"Aures/Japan, Shinagawa",,G6PD Deficient,Abnormal/Priority/High Risk
"Aures/Kaiping, Anant, Dhon, Sapporo-like, Wosera",,G6PD Deficient,Abnormal/Priority/High Risk
"Aures/Kalyan-Kerala, Jamnaga, Rohini",,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Kambos,,G6PD Deficient,Abnormal/Priority/High Risk
"Aures/Kamiube, Keelung",,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Kamogawa,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Kawasaki,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Kozukata,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Krakow,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Lages,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Lagosanto,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Laibin,,G6PD Indeterminate,Abnormal/Priority/High Risk
Aures/La Jolla,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Lille,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Liuzhou,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Loma Linda,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Ludhiana,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Lynwood,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Madrid,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Mahidol,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Malaga,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Manhattan,,G6PD Deficient,Abnormal/Priority/High Risk
"Aures/Mediterranean, Dallas, Panama, Sassari, Cagliari, Birmingham",,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Mediterranean Haplotype,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Metaponto,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Mexico City,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Miaoli,,G6PD Deficient,Abnormal/Priority/High Risk
"Aures/Minnesota, Marion, Gastonia, LeJeune",,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Mira d'Aire,,G6PD Variable,Abnormal/Priority/High Risk
Aures/Mizushima,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Montalbano,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Montpellier,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Mt Sinai,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Munich,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Murcia Oristano,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Musashino,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Namouru,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Nankang,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Nanning,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Naone,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Nara,,G6PD Deficient,Abnormal/Priority/High Risk
"Aures/Nashville, Anaheim, Portici",,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Neapolis,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Nice,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Nilgiri,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/No name,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/North Dallas,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Olomouc,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Omiya,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Orissa,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Osaka,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Palestrina,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Papua,,G6PD Indeterminate,Abnormal/Priority/High Risk
Aures/Partenope,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Pawnee,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Pedoplis-Ckaro,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Piotrkow,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Plymouth,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Praha,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Puerto Limon,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Quing Yan,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Radlowo,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Rehevot,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Rignano,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Riley,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Riverside,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Roubaix,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/S. Antioco,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Salerno Pyrgos,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Santa Maria,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Santiago,,G6PD Deficient,Abnormal/Priority/High Risk
"Aures/Santiago de Cuba, Morioka",,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Sao Borja,,G6PD Variable,Abnormal/Priority/High Risk
"Aures/Seattle, Lodi, Modena, Ferrara II, Athens-like",,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Seoul,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Serres,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Shenzen,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Shinshu,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Sibari,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Sierra Leone,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Sinnai,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Songklanagarind,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Split,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Stonybrook,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Sugao,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Sumare,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Sunderland,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Surabaya,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Suwalki,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Swansea,,G6PD Deficient,Abnormal/Priority/High Risk
"Aures/Taipei, Chinese-3",,G6PD Deficient,Abnormal/Priority/High Risk
"Aures/Telti, Kobe",,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Tenri,,G6PD Deficient,Abnormal/Priority/High Risk
"Aures/Tokyo, Fukushima",,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Toledo,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Tomah,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Tondela,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Torun,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Tsukui,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Ube Konan,,G6PD Deficient,Abnormal/Priority/High Risk
"Aures/Union,Maewo, Chinese-2, Kalo",,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Urayasu,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Utrecht,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Valladolid,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Vancouver,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Vanua Lava,,G6PD Deficient,Abnormal/Priority/High Risk
"Aures/Viangchan, Jammu",,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Villeurbanne,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Volendam,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Wayne,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/West Virginia,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Wexham,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Wisconsin,,G6PD Deficient,Abnormal/Priority/High Risk
Aures/Yunan,,G6PD Indeterminate,Abnormal/Priority/High Risk
Aveiro,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Aveiro,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/B (reference),,G6PD Variable,Abnormal/Priority/High Risk
Aveiro/Bajo Maumere,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Bangkok,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Bangkok Noi,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Bao Loc,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Bari,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Belem,,G6PD Deficient,Abnormal/Priority/High Risk
"Aveiro/Beverly Hills, Genova, Iwate, Niigata, Yamaguchi",,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Brighton,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Buenos Aires,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Cairo,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Calvo Mackenna,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Campinas,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
"Aveiro/Canton, Taiwan-Hakka, Gifu-like, Agrigento-like",,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Cassano,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Chatham,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Chikugo,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Chinese-1,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Chinese-5,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Cincinnati,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Cleveland Corum,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Clinic,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Coimbra Shunde,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Cosenza,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Costanzo,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Covao do Lobo,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Crispim,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Dagua,,G6PD Indeterminate,Abnormal/Priority/High Risk
Aveiro/Durham,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Farroupilha,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Figuera da Foz,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Flores,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Fukaya,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Fushan,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Gaohe,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Georgia,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Gidra,,G6PD Indeterminate,Abnormal/Priority/High Risk
Aveiro/Gond,,G6PD Indeterminate,Abnormal/Priority/High Risk
Aveiro/Guadalajara,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Guangzhou,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Haikou,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Hammersmith,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Harilaou,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Harima,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Hartford,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Hechi,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Hermoupolis,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Honiara,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Ierapetra,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Ilesha,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Insuli,,G6PD Variable,Abnormal/Priority/High Risk
"Aveiro/Iowa, Walter Reed, Springfield",,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Iwatsuki,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
"Aveiro/Japan, Shinagawa",,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
"Aveiro/Kaiping, Anant, Dhon, Sapporo-like, Wosera",,G6PD Deficient,Abnormal/Priority/High Risk
"Aveiro/Kalyan-Kerala, Jamnaga, Rohini",,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Kambos,,G6PD Deficient,Abnormal/Priority/High Risk
"Aveiro/Kamiube, Keelung",,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Kamogawa,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Kawasaki,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Kozukata,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Krakow,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Lages,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Lagosanto,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Laibin,,G6PD Indeterminate,Abnormal/Priority/High Risk
Aveiro/La Jolla,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Lille,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Liuzhou,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Loma Linda,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Ludhiana,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Lynwood,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Madrid,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Mahidol,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Malaga,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Manhattan,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
"Aveiro/Mediterranean, Dallas, Panama, Sassari, Cagliari, Birmingham",,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Mediterranean Haplotype,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Metaponto,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Mexico City,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Miaoli,,G6PD Deficient,Abnormal/Priority/High Risk
"Aveiro/Minnesota, Marion, Gastonia, LeJeune",,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Mira d'Aire,,G6PD Variable,Abnormal/Priority/High Risk
Aveiro/Mizushima,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Montalbano,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Montpellier,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Mt Sinai,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Munich,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Murcia Oristano,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Musashino,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Namouru,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Nankang,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Nanning,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Naone,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Nara,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
"Aveiro/Nashville, Anaheim, Portici",,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Neapolis,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Nice,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Nilgiri,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/No name,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/North Dallas,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Olomouc,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Omiya,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Orissa,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Osaka,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Palestrina,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Papua,,G6PD Indeterminate,Abnormal/Priority/High Risk
Aveiro/Partenope,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Pawnee,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Pedoplis-Ckaro,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Piotrkow,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Plymouth,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Praha,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Puerto Limon,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Quing Yan,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Radlowo,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Rehevot,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Rignano,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Riley,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Riverside,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Roubaix,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/S. Antioco,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Salerno Pyrgos,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Santa Maria,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Santiago,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
"Aveiro/Santiago de Cuba, Morioka",,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Sao Borja,,G6PD Variable,Abnormal/Priority/High Risk
"Aveiro/Seattle, Lodi, Modena, Ferrara II, Athens-like",,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Seoul,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Serres,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Shenzen,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Shinshu,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Sibari,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Sierra Leone,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Sinnai,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Songklanagarind,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Split,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Stonybrook,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Sugao,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Sumare,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Sunderland,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Surabaya,,G6PD Deficient,Abnormal/Priority/High Risk
Aveiro/Suwalki,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Swansea,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
"Aveiro/Taipei, Chinese-3",,G6PD Deficient,Abnormal/Priority/High Risk
"Aveiro/Telti, Kobe",,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Aveiro/Tenri,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
"Aveiro/Tokyo, Fukushima",,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
